Rank,Title,Genre,Year,Metascore,Mean Lead Roles Exp.,Revenue^{1/3},Votes^{1/3},ln(Runtime),ln(Director Exp),Rating^2,Action,Adventure,Sci-Fi,Thriller,Comedy,Drama,Romance,Crime
296,The Choice,"Drama,Romance",2016,-1.9816071222497014,-1.2156124797029146,-0.5627761992664236,-1.3126313367193831,-0.1289297094574005,-0.7299932198989435,-0.31906171399836736,0,0,0,0,0,1,1,0
297,Ice Age: Collision Course,"Animation,Adventure,Comedy",2016,-1.5096079300689955,1.036457270381965,0.19212445093207828,-1.0339493452654855,-1.1956024511902696,0.055072659811062526,-1.2818360990065498,0,1,0,0,1,0,0,0
298,The Devil Wears Prada,"Comedy,Drama",2006,0.14238924256347454,0.6247215265991338,0.7500459000800569,0.8224591074824394,-0.2455990947139204,0.4076330896196196,-0.0859781230478768,0,0,0,0,1,1,0,0
299,The Infiltrator,"Biography,Crime,Drama",2016,0.37838883865382744,1.1861793590302674,-0.6553939291844673,-0.8876349958044973,0.7351149670600102,-0.41695275143682026,0.2766929867519538,0,0,0,0,0,1,0,1
300,There Will Be Blood,"Drama,History",2007,1.9123862132411211,-0.8662609395235429,-0.13026659605426402,1.1776686013631155,2.1365600052140756,0.4076330896196196,1.5986596219935423,0,0,0,0,0,1,0,0
301,The Equalizer,"Action,Crime,Thriller",2014,-0.15261025254946656,0.4562841768697938,0.564329839693022,0.5987321789925086,0.9828924465001496,0.9235016269696846,0.40106221625165644,1,0,0,1,0,0,0,1
302,Lone Survivor,"Action,Biography,Drama",2013,0.024389444518298106,0.17555526065422708,0.7525888335145792,0.4551858943943083,0.4245718154928289,0.6891471559868676,0.784606483450038,1,0,0,0,0,1,0,0
303,The Cabin in the Woods,Horror,2012,0.7323882327893567,-1.2904735240270657,-0.10171902407902438,0.7955603566405741,-1.127700871382861,-1.7023857306291776,0.15406318703546468,0,0,0,0,0,0,0,0
304,The House Bunny,"Comedy,Romance",2008,-0.270610050594643,-0.18003469988549078,-0.010245609919418128,-0.6008381428962177,-0.9940160482195343,0.055072659811062526,-1.476652234726363,0,0,0,0,1,0,1,0
305,She's Out of My League,"Comedy,Romance",2010,-0.801609141797937,-0.32975678853379303,-0.2790380636077447,-0.24367263653569365,-0.5469051231300567,-1.1335725758698958,-0.5451875858160063,0,0,0,0,1,0,1,0
306,Inherent Vice,"Comedy,Crime,Drama",2014,1.2633873239926507,-0.0677431333992641,-0.9256705849996236,-0.5742887368700258,1.7170224151701172,0.4076330896196196,-0.2033896334147279,0,0,0,0,1,1,0,1
307,Alice Through the Looking Glass,"Adventure,Family,Fantasy",2016,-1.5096079300689955,1.2797556644354562,0.33441971614309574,-0.7131680338546273,-0.014343817818798938,-0.7299932198989435,-0.7643557385007963,0,1,0,0,0,0,0,0
309,The Fast and the Furious: Tokyo Drift,"Action,Crime,Thriller",2006,-0.8606090408205251,-1.377811409071909,0.17364645726739825,0.32416878599147037,-0.5469051231300567,0.24239929083129033,-0.9765661720527359,1,0,0,1,0,0,0,1
310,How to Be Single,"Comedy,Romance",2016,-0.5066096466849959,-0.5169093993441709,-0.030614641298287466,-0.6813419825142232,-0.1869992407394412,-1.1335725758698958,-0.8713306701683731,0,0,0,0,1,0,1,0
311,The Blind Side,"Biography,Drama,Sport",2009,-0.38860984863981946,-0.9411219838476939,1.5084784186654028,0.542644701120482,0.835376997764085,-0.1611800651396621,1.0489998104983562,0,0,0,0,0,1,0,0
312,La vie d'Adèle,"Drama,Romance",2013,1.6763866171507682,-1.0596519706942666,-1.3219773969622013,-0.2636196045563745,2.9730447837200233,-0.1611800651396621,1.1838056186973331,0,0,0,0,0,1,1,0
313,The Babadook,"Drama,Horror",2014,1.5583868191055918,-1.5836792809633244,-1.5058693759131472,-0.04371704718455865,-1.2642302648746795,-1.7023857306291776,-0.0859781230478768,0,0,0,0,0,1,0,0
314,The Hobbit: The Battle of the Five Armies,"Adventure,Fantasy",2014,-0.034610454504290115,-0.14260417772341524,1.5045800540338576,1.1273243523704142,1.541213077507476,1.1242529140526953,0.6550189646006985,0,1,0,0,0,0,0,0
315,Harry Potter and the Order of the Phoenix,"Adventure,Family,Fantasy",2007,0.6733883337667685,0.11940947741111373,1.668315512391185,1.12640119186814,1.268123378208011,0.6891471559868676,0.784606483450038,0,1,0,0,0,0,0,0
316,Snowpiercer,"Action,Drama,Sci-Fi",2013,1.4403870210604155,1.3733319698406452,-1.121448484289865,0.35370369317793005,0.6843902806645329,-2.6747782413594114,0.15406318703546468,1,0,1,0,0,1,0,0
317,The 5th Wave,"Action,Adventure,Sci-Fi",2016,-1.568607829091584,-1.1407514353787636,-0.21882008740634065,-0.5369530943018038,-0.07138098816009314,-1.1335725758698958,-1.7558307149319876,1,1,1,0,0,0,0,0
319,The Visit,"Comedy,Horror,Thriller",2015,-0.270610050594643,-1.5462487588012488,0.20385249912711081,-0.45460496942980255,-1.1956024511902696,0.9235016269696846,-0.7643557385007963,0,0,0,1,1,0,0,0
320,Fast Five,"Action,Crime,Thriller",2011,0.37838883865382744,-0.0677431333992641,1.280262450047159,0.8166240156482145,0.9340964743617057,0.24239929083129033,0.5271708755345708,1,0,0,1,0,0,0,1
321,Step Up,"Crime,Drama,Music",2006,-0.6836093437527605,-1.28423510366672,0.20616046432559584,-0.3235840279357329,-0.5469051231300567,-0.1611800651396621,-0.4329943647987933,0,0,0,0,0,1,0,1
322,Lovesong,Drama,2016,0.8503880308345332,-1.11579775393738,-1.9303567102625143,-2.3263219107843907,-1.9173331127876108,-0.1611800651396621,-0.5451875858160063,0,0,0,0,0,1,0,0
323,RocknRolla,"Action,Crime,Thriller",2008,-0.38860984863981946,1.0926030536250784,-1.0502459227249967,0.3748280170394389,0.04219081585673559,0.6891471559868676,0.5271708755345708,1,0,0,1,0,0,0,1
324,In Time,"Action,Sci-Fi,Thriller",2011,-0.38860984863981946,-0.8163535766407753,-0.1737492040295236,0.8878994720773554,-0.2455990947139204,0.055072659811062526,-0.2033896334147279,1,0,1,1,0,0,0,0
325,The Social Network,"Biography,Drama",2010,2.0893859103088857,-0.9411219838476939,0.5241296766492395,1.5096408794896883,0.37132139026787947,0.6891471559868676,1.0489998104983562,0,0,0,0,0,1,0,0
326,The Last Witch Hunter,"Action,Adventure,Fantasy",2015,-1.5096079300689955,-0.12388891664237744,-0.3617756856535773,-0.5570488776095514,-0.42467972452665154,-0.1611800651396621,-0.9765661720527359,1,1,0,0,0,0,0,0
327,Victor Frankenstein,"Drama,Horror,Sci-Fi",2015,-1.3916081320238192,-0.5730551825872843,-1.0455769459907698,-0.9774784725856647,-0.1869992407394412,0.4076330896196196,-0.9765661720527359,0,0,1,0,0,1,0,0
328,A Street Cat Named Bob,"Biography,Comedy,Drama",2016,-0.3296099496172312,-1.4713877144770977,-1.8594065262467656,-1.5317797803606723,-0.6089021214952275,1.5278322700236477,0.6550189646006985,0,0,0,0,1,1,0,0
329,Green Room,"Crime,Horror,Thriller",2015,1.1453875259474744,-0.39214099213725223,-1.2232568952565273,-0.6468210516637452,-1.127700871382861,-0.7299932198989435,0.15406318703546468,0,0,0,1,0,0,0,1
330,Blackhat,"Crime,Drama,Mystery",2015,-0.5066096466849959,-0.6292009658303975,-0.9735912782392682,-0.8998552193519006,1.0313201436413102,0.9235016269696846,-1.5714511579114503,0,0,0,0,0,1,0,1
331,Storks,"Animation,Adventure,Comedy",2016,-0.21161015157205476,-0.4919557179027875,0.28832554632152774,-1.0386071968509822,-1.6921647670178006,0.055072659811062526,0.03317281710218842,0,1,0,0,1,0,0,0
332,American Sniper,"Action,Biography,Drama",2014,0.7323882327893567,-0.44204835502001977,1.9003183999194677,1.0149521058697624,1.0313201436413102,2.352418111080087,0.5271708755345708,1,0,0,0,0,1,0,0
333,Dallas Buyers Club,"Biography,Drama",2013,1.4403870210604155,0.7370130930853606,-0.3630115073370687,1.0131450460238842,0.20886614569456943,0.055072659811062526,1.4586355244449267,0,0,0,0,0,1,0,0
334,Lincoln,"Biography,Drama,History",2012,1.5583868191055918,-0.6666314879924732,1.1272057762764192,0.3974783613290198,1.8031530964804268,2.2722325240907764,0.6550189646006985,0,0,0,0,0,1,0,0
335,Rush,"Action,Biography,Drama",2013,0.9093879298571214,-0.4919557179027875,-0.37129695025065823,0.9656368009362827,0.529764981435487,1.9488387551091348,1.5986596219935423,1,0,0,0,0,1,0,0
337,Silver Linings Playbook,"Comedy,Drama,Romance",2012,1.2633873239926507,1.3171861865975318,0.8040933916441818,1.6567742292023298,0.47738396064428645,0.5554397592934142,1.1838056186973331,0,0,0,0,1,1,1,0
339,The Fault in Our Stars,"Drama,Romance",2014,0.5553885357215921,-0.5543399215062464,0.751093549287827,0.6948548151499755,0.6843902806645329,-1.1335725758698958,1.1838056186973331,0,0,0,0,0,1,1,0
340,Blended,"Comedy,Romance",2014,-1.6866076271367603,0.7370130930853606,-0.03826932655757218,-0.34249367787193236,0.20886614569456943,0.4076330896196196,-0.4329943647987933,0,0,0,0,1,0,1,0
341,Fast & Furious,"Action,Crime,Thriller",2009,-0.801609141797937,-0.18003469988549078,0.9605775363751735,0.447616077925175,-0.3644291465161256,0.24239929083129033,-0.31906171399836736,1,0,0,1,0,0,0,1
342,Looper,"Action,Crime,Drama",2012,1.4403870210604155,1.4294777530837586,0.21991017928610107,1.341155232162148,0.3176253496107333,-0.7299932198989435,0.6550189646006985,1,0,0,0,0,1,0,1
343,White House Down,"Action,Drama,Thriller",2013,-0.44760974766240763,-0.16755785916479884,0.29303834315798444,0.21225540954888225,0.9340964743617057,1.380025600349853,-0.5451875858160063,1,0,0,1,0,1,0,0
344,Pete's Dragon,"Adventure,Family,Fantasy",2016,0.6733883337667685,-0.34223362925448525,0.325717741320315,-1.004072679639493,-0.671503978173847,-0.41695275143682026,-0.0859781230478768,0,1,0,0,0,0,0,0
345,Spider-Man 3,"Action,Adventure",2007,-0.034610454504290115,0.32527734930252933,1.8485165943541388,1.1958315644779052,1.3144531059293265,1.2147918015615244,-0.7643557385007963,1,1,0,0,0,0,0,0
346,The Three Musketeers,"Action,Adventure,Romance",2011,-1.4506080310464073,-0.40461783285794417,-0.5212539058597588,-0.3550104367133172,-0.1869992407394412,0.9235016269696846,-1.1818188864718244,1,1,0,0,0,0,1,0
347,Stardust,"Adventure,Family,Fantasy",2007,0.37838883865382744,-0.08645839448030189,-0.16051020083664716,0.4633876682974587,0.7351149670600102,-0.1611800651396621,1.0489998104983562,0,1,0,0,0,0,0,0
348,American Hustle,"Crime,Drama",2013,1.7943864151959448,0.032071592366270385,0.9285048792332958,1.105190689821884,1.268123378208011,0.5554397592934142,0.5271708755345708,0,0,0,0,0,1,0,1
349,Jennifer's Body,"Comedy,Horror",2009,-0.7426092427753488,-0.36718731069586863,-0.632552506397699,-0.31798277410589515,-0.671503978173847,-0.1611800651396621,-1.8454113487674377,0,0,0,0,1,0,0,0
350,Midnight in Paris,"Comedy,Fantasy,Romance",2011,1.2633873239926507,1.130033575787154,0.10421368440099453,0.8928719406025871,-1.1956024511902696,2.813265249216005,1.0489998104983562,0,0,0,0,1,0,1,0
352,Joy,Drama,2015,-0.21161015157205476,1.3171861865975318,0.09939807767504805,-0.3089821441713507,0.5817218597528382,0.5554397592934142,-0.31906171399836736,0,0,0,0,0,1,0,0
353,The Dressmaker,"Comedy,Drama",2015,-0.7426092427753488,-0.36718731069586863,-1.3424321786040505,-1.0539585348971479,0.3176253496107333,-0.41695275143682026,0.2766929867519538,0,0,0,0,1,1,0,0
354,Café Society,"Comedy,Drama,Romance",2016,0.260389040608651,0.17555526065422708,-0.801271744138148,-0.8641895442479358,-1.0605103159446678,2.813265249216005,-0.2033896334147279,0,0,0,0,1,1,1,0
355,Insurgent,"Adventure,Sci-Fi,Thriller",2015,-1.03760873788829,-1.540010338440903,0.788954224568318,0.20445709245989463,0.3176253496107333,0.24239929083129033,-0.6556413770500084,0,1,1,1,0,0,0,0
356,Seventh Son,"Action,Adventure,Fantasy",2014,-1.7456075261593484,1.111318314706116,-0.604505355681559,-0.6804998568795468,-0.671503978173847,0.055072659811062526,-1.476652234726363,1,1,0,0,0,0,0,0
358,The Theory of Everything,"Biography,Drama,Romance",2014,0.7323882327893567,-1.190658798261531,-0.20183229822555357,0.8122902399745675,0.529764981435487,0.055072659811062526,1.0489998104983562,0,0,0,0,0,1,1,0
359,This Is the End,"Comedy,Fantasy",2013,0.4373887376764157,1.055172531463003,0.5638145262792776,0.9214000566515026,-0.3644291465161256,-1.1335725758698958,-0.31906171399836736,0,0,0,0,1,0,0,0
360,About Time,"Comedy,Drama,Fantasy",2013,-0.270610050594643,-0.8912146209649265,-0.6596280812093286,0.46797201064381677,0.529764981435487,-0.41695275143682026,1.1838056186973331,0,0,0,0,1,1,0,0
361,Step Brothers,Comedy,2008,-0.5066096466849959,0.8305893984905495,0.5551959019129858,0.47512144625364783,-0.9282037850030305,0.24239929083129033,0.03317281710218842,0,0,0,0,1,0,0,0
362,Clown,"Horror,Thriller",2014,-1.03760873788829,-0.36718731069586863,-1.8446011197767924,-1.4809077347780812,-0.7985702969717113,-0.7299932198989435,-1.2818360990065498,0,0,0,1,0,0,0,0
363,Star Trek Into Darkness,"Action,Adventure,Sci-Fi",2013,0.7323882327893567,0.007117910924887027,1.3776831126130178,1.232854590935525,0.9828924465001496,-0.1611800651396621,1.1838056186973331,1,1,1,0,0,0,0,0
364,Zombieland,"Adventure,Comedy,Horror",2009,0.791388131811945,-0.6666314879924732,0.31935828617468154,1.2062013607241986,-1.6188309469519884,-0.7299932198989435,1.0489998104983562,0,1,0,0,1,0,0,0
365,"Hail, Caesar!","Comedy,Mystery",2016,0.7323882327893567,0.868019920652625,-0.3090989054071368,-0.3840254930722802,-0.42467972452665154,0.6891471559868676,-0.6556413770500084,0,0,0,0,1,0,0,0
366,Slumdog Millionaire,Drama,2008,1.5583868191055918,-0.8163535766407753,0.8691065629751026,1.9345475200572382,0.37132139026787947,1.1242529140526953,1.4586355244449267,0,0,0,0,0,1,0,0
367,The Twilight Saga: Breaking Dawn - Part 2,"Adventure,Drama,Fantasy",2012,-0.44760974766240763,-0.21746522204756635,1.669588863684247,0.3287130479877841,0.09823169096841443,0.6891471559868676,-1.476652234726363,0,1,0,0,0,1,0,0
369,The Amazing Spider-Man,"Action,Adventure",2012,0.37838883865382744,0.04454843308696259,1.5364439804748442,1.4068199376084356,1.1744481464536762,-0.41695275143682026,0.15406318703546468,1,1,0,0,0,0,0,0
370,Ben-Hur,"Action,Adventure,Drama",2016,-1.2736083339786428,-0.9161683024063103,-0.3821917455758512,-1.1456072345718733,0.529764981435487,0.5554397592934142,-1.2818360990065498,1,1,0,0,0,1,0,0
371,Sleight,"Action,Drama,Sci-Fi",2016,0.14238924256347454,-1.5836792809633244,-1.1724465148099468,-2.305966193936787,-1.5463257753555228,-1.7023857306291776,-0.9765661720527359,1,0,1,0,0,1,0,0
372,The Maze Runner,"Action,Mystery,Sci-Fi",2014,-0.15261025254946656,-1.1719435371804932,0.571864553740482,0.9501558261408936,-0.014343817818798938,-1.1335725758698958,-0.0859781230478768,1,0,1,0,0,0,0,0
373,Criminal,"Action,Crime,Drama",2016,-1.3916081320238192,1.036457270381965,-0.691285626629231,-0.9702941092426633,-0.014343817818798938,-0.41695275143682026,-0.6556413770500084,1,0,0,0,0,1,0,1
374,Wanted,"Action,Crime,Fantasy",2008,0.260389040608651,1.8037829747045142,0.8218518094478996,0.8626771190141935,-0.1869992407394412,0.5554397592934142,-0.2033896334147279,1,0,0,0,0,0,0,1
375,Florence Foster Jenkins,"Biography,Comedy,Drama",2016,0.6733883337667685,0.32527734930252933,-0.3615698910799228,-1.081641549594574,-0.1289297094574005,2.0966454247829294,0.03317281710218842,0,0,0,0,1,1,0,0
376,Collide,"Action,Crime,Thriller",2016,-1.568607829091584,1.5979151028130985,-1.3219773969622013,-1.7278878569079992,-0.8630596781273681,-0.7299932198989435,-1.2818360990065498,1,0,0,1,0,0,0,1
377,Black Mass,"Biography,Crime,Drama",2015,0.49638863669900385,0.8867351817336628,0.1744768683751918,-0.022351052686569513,0.529764981435487,-0.7299932198989435,0.03317281710218842,0,0,0,0,0,1,0,1
378,Creed,"Drama,Sport",2015,1.322387223015239,-0.31104152745275526,0.6327641798439702,0.22575134519278467,1.0313201436413102,-1.1335725758698958,0.9159334320825904,0,0,0,0,0,1,0,0
379,Swiss Army Man,"Adventure,Comedy,Drama",2016,0.260389040608651,-0.6104857047493598,-1.1458704549549612,-0.6590434631206137,-0.9940160482195343,-1.7023857306291776,0.2766929867519538,0,1,0,0,1,1,0,0
380,The Expendables 3,"Action,Adventure,Thriller",2014,-1.4506080310464073,2.159372935244232,-0.14518756403811758,-0.009779958097021323,0.6843902806645329,-0.7299932198989435,-0.8713306701683731,1,1,0,1,0,0,0,0
381,What We Do in the Shadows,"Comedy,Fantasy,Horror",2014,0.9683878288797096,-1.6148713827650543,-1.2139349749545592,-0.4301986538107823,-1.7663463956880587,-1.7023857306291776,0.9159334320825904,0,0,0,0,1,0,0,0
382,Southpaw,"Drama,Sport",2015,-0.15261025254946656,-0.6167241251097056,0.04707726887013166,0.18764223499033106,0.5817218597528382,0.9235016269696846,0.6550189646006985,0,0,0,0,0,1,0,0
384,Bridge of Spies,"Drama,History,Thriller",2015,1.2633873239926507,0.699582570923285,0.2845631260778023,0.44996196291666035,1.4514684060067762,2.2722325240907764,0.9159334320825904,0,0,0,1,0,1,0,0
385,The Lego Movie,"Animation,Action,Adventure",2014,1.381387122037827,1.036457270381965,1.5168495683696512,0.6742492910141107,-0.7985702969717113,-0.41695275143682026,1.1838056186973331,1,1,0,0,0,0,0,0
386,Everest,"Action,Adventure,Drama",2015,0.260389040608651,-1.3965266701529466,-0.08319279495555928,0.10055787054631896,0.4245718154928289,0.6891471559868676,0.2766929867519538,1,1,0,0,0,1,0,0
387,Pixels,"Action,Comedy,Family",2015,-1.9226072232271132,-0.36718731069586863,0.3519409074203884,-0.28049078198837474,-0.4855014065750636,1.2147918015615244,-1.3801138817580632,1,0,0,0,1,0,0,0
388,Robin Hood,"Action,Adventure,Drama",2010,-0.38860984863981946,0.18179368101457263,0.5956390795905374,0.46560798788426566,1.360450718052454,1.8408727384857708,-0.2033896334147279,1,1,0,0,0,1,0,0
389,The Wolverine,"Action,Adventure,Sci-Fi",2013,0.024389444518298106,-0.8724993598838887,0.8074039808754127,1.022309579636671,0.6843902806645329,0.6891471559868676,-0.2033896334147279,1,1,1,0,0,0,0,0
390,John Carter,"Action,Adventure,Sci-Fi",2012,-0.5066096466849959,-1.2405661611442986,0.29261068982965377,0.4634023823914092,0.9828924465001496,-0.1611800651396621,-0.31906171399836736,1,1,1,0,0,0,0,0
391,Keanu,"Action,Comedy",2016,0.20138914158606278,-1.2655198425856822,-0.515005309234215,-1.0791992447056447,-0.7985702969717113,-1.1335725758698958,-0.6556413770500084,1,0,0,0,1,0,0,0
392,The Gunman,"Action,Crime,Drama",2015,-1.2146084349560544,0.437568915788756,-0.8180403396120607,-1.0920958735166648,0.09823169096841443,-0.41695275143682026,-1.1818188864718244,1,0,0,0,0,1,0,1
393,Steve Jobs,"Biography,Drama",2015,1.322387223015239,1.0926030536250784,-0.5886801960686441,-0.16220516735490467,0.47738396064428645,1.1242529140526953,0.40106221625165644,0,0,0,0,0,1,0,0
395,Grown Ups 2,Comedy,2013,-2.394606415407819,0.868019920652625,0.8154326435005819,-0.1745290677794691,-0.7347226118427373,1.1242529140526953,-1.5714511579114503,0,0,0,0,1,0,0,0
396,The Age of Adaline,"Drama,Fantasy,Romance",2015,-0.5066096466849959,-1.4152419312339843,-0.09494157787379956,-0.1913032868736394,-0.07138098816009314,-0.41695275143682026,0.40106221625165644,0,0,0,0,0,1,1,0
397,The Incredible Hulk,"Action,Adventure,Sci-Fi",2008,0.08338934354088633,1.4294777530837586,0.821495941246578,0.9752977178476916,-0.07138098816009314,0.24239929083129033,-0.0859781230478768,1,1,1,0,0,0,0,0
398,Couples Retreat,Comedy,2009,-2.158606819317466,0.2504163049783782,0.6284352892594517,-0.40799143237930424,-0.014343817818798938,-1.1335725758698958,-1.476652234726363,0,0,0,0,1,0,0,0
400,Magic Mike,"Comedy,Drama",2012,0.7323882327893567,-0.8662609395235429,0.6649938076765115,-0.1805899072643559,-0.1869992407394412,2.142645147548144,-0.8713306701683731,0,0,0,0,1,1,0,0
401,Minions,"Animation,Action,Adventure",2015,-0.21161015157205476,0.2504163049783782,1.8465843283734669,0.13242422322152486,-1.4037279199729997,0.055072659811062526,-0.5451875858160063,1,1,0,0,0,0,0,0
404,Despicable Me,"Animation,Adventure,Comedy",2010,0.7323882327893567,-0.04902787231822632,1.4877282527640683,1.2101085920187589,-1.127700871382861,-0.41695275143682026,1.0489998104983562,0,1,0,0,1,0,0,0
405,The Best of Me,"Drama,Romance",2014,-1.8046074251819366,-0.11765049628203188,-0.3742162522150635,-0.8167761132187831,0.26347617245303195,0.9235016269696846,-0.2033896334147279,0,0,0,0,0,1,1,0
406,The Invitation,"Drama,Mystery,Thriller",2015,0.8503880308345332,-1.1345130150184177,-1.7076422614499271,-0.9378658659821518,-0.7985702969717113,-0.1611800651396621,-0.2033896334147279,0,0,0,1,0,1,0,0
407,Zero Dark Thirty,"Drama,History,Thriller",2012,2.0893859103088857,0.9615962260578139,0.5134570593732926,0.49253876851063966,2.095819300646434,0.811212445590572,0.6550189646006985,0,0,0,1,0,1,0,0
408,Tangled,"Animation,Adventure,Comedy",2010,0.6733883337667685,0.23170104389734042,1.2319300194581355,0.8780296321507921,-0.7985702969717113,-1.1335725758698958,1.1838056186973331,0,1,0,0,1,0,0,0
409,The Hunger Games: Mockingjay - Part 2,"Action,Adventure,Sci-Fi",2015,0.3193889396312392,0.4749994379508316,1.6239271429851616,0.37111216513456213,1.2214567040527415,0.055072659811062526,-0.31906171399836736,1,1,1,0,0,0,0,0
410,Vacation,"Adventure,Comedy",2015,-1.5096079300689955,-0.5730551825872843,0.1299524685653532,-0.5217297514194221,-0.8630596781273681,-1.7023857306291776,-0.8713306701683731,0,1,0,0,1,0,0,0
411,Taken,"Action,Thriller",2008,-0.565609545707584,1.0738877925440407,0.8942376262452608,1.4895187995024963,-1.2642302648746795,-0.41695275143682026,1.1838056186973331,1,0,0,1,0,0,0,0
412,Pitch Perfect 2,"Comedy,Music",2015,0.20138914158606278,-0.7165388508752409,1.1343997860785708,-0.22231460510794993,0.09823169096841443,-1.1335725758698958,-0.4329943647987933,0,0,0,0,1,0,0,0
415,Mechanic: Resurrection,"Action,Adventure,Crime",2016,-1.2736083339786428,-0.09269681484064772,-0.4994802447887734,-0.8286109159440992,-0.9282037850030305,0.055072659811062526,-1.3801138817580632,1,1,0,0,0,0,0,1
416,Tusk,"Comedy,Drama,Horror",2014,-0.270610050594643,0.08197895524903816,-1.3666394104366415,-1.0335609019738692,-0.671503978173847,1.1242529140526953,-1.5714511579114503,0,0,0,0,1,1,0,0
419,Harry Potter and the Deathly Hallows: Part 1,"Adventure,Family,Fantasy",2010,0.3193889396312392,0.21298578281630262,1.680925665208884,1.028906002170635,1.6297198519437748,0.6891471559868676,1.0489998104983562,0,1,0,0,0,0,0,0
420,Shame,Drama,2011,0.7323882327893567,-0.6853467490735109,-1.1611799442913642,0.10281267055111253,-0.7347226118427373,-0.7299932198989435,0.40106221625165644,0,0,0,0,0,1,0,0
421,Hanna,"Action,Drama,Thriller",2011,0.3193889396312392,-0.10517365556133966,-0.12978912232641593,0.1588086929337973,-0.1289297094574005,0.055072659811062526,-0.0859781230478768,1,0,0,1,0,1,0,0
422,The Babysitters,Drama,2007,-1.4506080310464073,-1.6772555863685135,-1.8594065262467656,-1.669423903648471,-1.6188309469519884,-1.7023857306291776,-1.2818360990065498,0,0,0,0,0,1,0,0
423,Pride and Prejudice and Zombies,"Action,Horror,Romance",2016,-0.8606090408205251,-1.0783672317753044,-0.8076969610005958,-1.02587819435583,-0.3047390471200417,-0.41695275143682026,-1.1818188864718244,1,0,0,0,0,0,1,0
424,300: Rise of an Empire,"Action,Drama,Fantasy",2014,-0.6836093437527605,-0.5356246604252086,0.6052468143647886,0.5457545172937126,-0.671503978173847,-1.1335725758698958,-0.7643557385007963,1,0,0,0,0,1,0,0
425,London Has Fallen,"Action,Crime,Drama",2016,-1.863607324204525,-0.24241890348894998,0.1725778741148584,-0.2837136904266595,-0.8630596781273681,-0.7299932198989435,-1.0800622441538863,1,0,0,0,0,1,0,1
426,The Curious Case of Benjamin Button,"Drama,Fantasy,Romance",2008,0.6143884347441803,1.5979151028130985,0.7705567306629746,1.438254743364918,2.4534955057990895,0.6891471559868676,1.1838056186973331,0,0,0,0,0,1,1,0
427,Sin City: A Dame to Kill For,"Action,Crime,Thriller",2014,-0.801609141797937,1.3359014476785696,-0.7080082024675459,-0.11727910327075727,-0.671503978173847,-0.7299932198989435,-0.4329943647987933,1,0,0,1,0,0,0,1
428,The Bourne Ultimatum,"Action,Mystery,Thriller",2007,1.4993869200830037,0.7744436152474361,1.3695700059841458,1.5529667666565252,0.09823169096841443,0.5554397592934142,1.5986596219935423,1,0,0,1,0,0,0,0
431,3 Idiots,"Comedy,Drama",2009,0.4373887376764157,-1.097082492856342,-1.0037704108892227,0.5499570702446187,2.6062798526662236,-0.41695275143682026,2.0291684933386653,0,0,0,0,1,1,0,0
432,Zoolander 2,Comedy,2016,-1.5096079300689955,1.972220324433854,-0.3318476983566119,-0.8267725352136183,-0.671503978173847,0.055072659811062526,-2.1863395862771102,0,0,0,0,1,0,0,0
433,World War Z,"Action,Adventure,Horror",2013,0.20138914158606278,-0.36718731069586863,1.2403012213974158,1.466335860991452,0.15378735760971712,0.5554397592934142,0.15406318703546468,1,1,0,0,0,0,0,0
434,Mission: Impossible - Ghost Protocol,"Action,Adventure,Thriller",2011,0.791388131811945,0.4937146990318694,1.277879014786735,1.116683275411594,0.9828924465001496,0.055072659811062526,0.6550189646006985,1,1,0,1,0,0,0,0
437,The Longest Ride,"Drama,Romance",2015,-1.568607829091584,-0.25489574420964195,-0.1757512254041795,-0.6986254770264844,0.529764981435487,-2.6747782413594114,0.2766929867519538,0,0,0,0,0,1,1,0
438,The imposible,"Drama,Thriller",2012,0.791388131811945,0.5124299601129072,-0.5551258261844677,0.11011191750196078,0.04219081585673559,-2.6747782413594114,0.9159334320825904,0,0,0,1,0,1,0,0
439,Kick-Ass 2,"Action,Comedy,Crime",2013,-1.096608636910878,-0.4919557179027875,-0.33363801095904716,0.4344926238066719,-0.6089021214952275,-0.41695275143682026,-0.31906171399836736,1,0,0,0,1,0,0,1
441,Oz the Great and Powerful,"Adventure,Family,Fantasy",2013,-0.9196089398431134,1.5230540584889474,1.4080896479217853,0.2587792770362449,0.8849265830824906,1.2147918015615244,-0.6556413770500084,0,1,0,0,0,0,0,0
442,Brooklyn,"Drama,Romance",2015,1.61738671812818,-1.2405661611442986,-0.16100332373935788,-0.332012538055123,0.20886614569456943,-0.1611800651396621,0.784606483450038,0,0,0,0,0,1,1,0
443,Coraline,"Animation,Family,Fantasy",2009,1.2043874249700626,-0.6104857047493598,0.31611331391545144,0.11277108986866954,-0.7985702969717113,-0.41695275143682026,1.0489998104983562,0,0,0,0,0,0,0,0
444,Blue Valentine,"Drama,Romance",2010,1.2633873239926507,-0.5418630807855545,-0.8554786882455278,0.0802869343000148,-0.07138098816009314,-0.7299932198989435,0.6550189646006985,0,0,0,0,0,1,1,0
447,Dredd,"Action,Sci-Fi",2012,-0.034610454504290115,-0.3859025717769064,-0.7195025873936508,0.42918609626450904,-1.127700871382861,-0.1611800651396621,0.2766929867519538,1,0,1,0,0,0,0,0
